PQID,CMT,UNM,CAT
19603,2,Isaac Z. Schlueter,I
19614,127,Isaac Z. Schlueter,I
19647,6,Isaac Z. Schlueter,I
19718,7,Isaac Z. Schlueter,I
19741,4,Isaac Z. Schlueter,I
19773,6,Isaac Z. Schlueter,I
19887,72,Isaac Z. Schlueter,I
20151,1,Isaac Z. Schlueter,I
20219,1,Isaac Z. Schlueter,I
20221,2,Isaac Z. Schlueter,I
20432,1,Isaac Z. Schlueter,I
20500,1,Isaac Z. Schlueter,I
20661,5,Isaac Z. Schlueter,I
20731,1,Isaac Z. Schlueter,I
20796,1,Isaac Z. Schlueter,I
20804,1,Isaac Z. Schlueter,I
20812,1,Isaac Z. Schlueter,I
20813,8,Isaac Z. Schlueter,I
20938,4,Jason Davies,I
20954,3,Isaac Z. Schlueter,I
20978,3,Isaac Z. Schlueter,I
21116,1,Jason Davies,I
21120,2,Mike Bostock,I
21146,1,Isaac Z. Schlueter,I
21160,5,Jason Davies,I
21236,1,Jason Davies,I
21240,41,Isaac Z. Schlueter,I
21243,2,Mike Bostock,I
21247,1,Mike Bostock,I
21251,7,Jason Davies,I
21258,8,Jason Davies,I
21261,3,Jason Davies,I
21263,1,Jason Davies,I
21269,1,Mike Bostock,I
21273,54,Mike Bostock,I
21290,1,Mike Bostock,I
21291,3,Mike Bostock,I
21292,1,Mike Bostock,I
21295,2,Mike Bostock,I
21301,1,Mike Bostock,I
21313,1,Mike Bostock,I
21315,5,Jason Davies,I
21317,2,Mike Bostock,I
21318,2,Mike Bostock,I
21320,1,Mike Bostock,I
21322,2,Mike Bostock,I
21325,1,Jason Davies,I
21326,1,Mike Bostock,I
21334,4,Mike Bostock,I
21336,2,Mike Bostock,I
21337,2,Mike Bostock,I
21339,1,Mike Bostock,I
21340,1,Mike Bostock,I
21349,2,Mike Bostock,I
21356,1,Mike Bostock,I
21361,2,Mike Bostock,I
21363,1,Mike Bostock,I
21371,2,Mike Bostock,I
21373,1,Mike Bostock,I
21384,6,Jason Davies,I
21391,1,Mike Bostock,I
21399,4,Mike Bostock,I
21405,1,Mike Bostock,I
21413,2,Jason Davies,I
21421,1,Mike Bostock,I
21424,53,Jason Davies,I
21456,1,Jason Davies,I
21465,1,Jason Davies,I
21471,1,Jason Davies,I
21474,6,Mike Bostock,I
21483,3,Mike Bostock,I
21491,1,Jason Davies,I
21493,1,Mike Bostock,I
21498,24,Jason Davies,I
21504,53,Isaac Z. Schlueter,I
21511,2,Jason Davies,I
21513,1,Jason Davies,I
21532,1,Jason Davies,I
21539,2,Mike Bostock,I
21542,1,Mike Bostock,I
21547,1,Mike Bostock,I
21559,1,Mike Bostock,I
21578,20,Jason Davies,I
21581,6,Isaac Z. Schlueter,I
21587,1,Jason Davies,I
21590,1,Jason Davies,I
21593,1,Jason Davies,I
21597,3,Jason Davies,I
21599,1,Jason Davies,I
21602,1,Jason Davies,I
21605,1,Jason Davies,I
21614,4,Jason Davies,I
21618,155,Jason Davies,I
21666,2,Mike Bostock,I
21668,3,Jason Davies,I
21680,3,Mike Bostock,I
21684,3,Jason Davies,I
21687,1,Jason Davies,I
21691,4,Mike Bostock,I
21696,1,Mike Bostock,I
21700,1,Mike Bostock,I
21703,1,Jason Davies,I
21706,1,Mike Bostock,I
21723,1,Mike Bostock,I
21724,1,Mike Bostock,I
21727,2,Mike Bostock,I
21733,1,Jason Davies,I
21737,2,Mike Bostock,I
21743,3,Jason Davies,I
21748,1,Mike Bostock,I
21755,3,Mike Bostock,I
21758,2,Jason Davies,I
21760,43,Jason Davies,I
21762,5,Jason Davies,I
21764,1,Mike Bostock,I
21767,3,Mike Bostock,I
21769,1,Mike Bostock,I
21774,1,Jason Davies,I
21776,1,Jason Davies,I
21782,1,Jason Davies,I
21784,2,Jason Davies,I
21785,3,Jason Davies,I
21791,4,Jason Davies,I
21793,3,Jason Davies,I
21795,12,Jason Davies,I
21803,3,Jason Davies,I
21805,1,Jason Davies,I
21808,1,Isaac Z. Schlueter,I
21809,1,Jason Davies,I
21811,3,Jason Davies,I
21817,4,Isaac Z. Schlueter,I
21823,4,Jason Davies,I
21827,1,Mike Bostock,I
21828,3,Jason Davies,I
21830,7,Jason Davies,I
21833,1,Jason Davies,I
21835,1,Jason Davies,I
21837,1,Jason Davies,I
21841,1,Jason Davies,I
21842,1,Jason Davies,I
21848,2,Jason Davies,I
21849,1,Jason Davies,I
21852,1,Jason Davies,I
21854,7,Jason Davies,I
21857,3,Jason Davies,I
21867,1,Jason Davies,I
21868,2,Jason Davies,I
21873,1,Jason Davies,I
21881,2,Jason Davies,I
21882,3,Jason Davies,I
21885,161,Jason Davies,I
21903,4,Mike Bostock,I
21910,17,Jason Davies,I
21928,2,Jason Davies,I
21929,14,Jason Davies,I
21936,5,Jason Davies,I
21948,20,Jason Davies,I
21950,2,Jason Davies,I
21952,6,Jason Davies,I
21958,1,Isaac Z. Schlueter,I
21965,2,Isaac Z. Schlueter,I
21978,1,Jason Davies,I
21985,1,Jason Davies,I
21988,2,Mike Bostock,I
21997,1,Jason Davies,I
22004,1,Jason Davies,I
22005,1,Mike Bostock,I
22010,7,Jason Davies,I
22012,1,Jason Davies,I
22017,9,Jason Davies,I
22023,1,Jason Davies,I
22027,36,Jason Davies,I
22043,2,Mike Bostock,I
22044,2,Mike Bostock,I
22052,1,Mike Bostock,I
22055,1,Jason Davies,I
22061,1,Jason Davies,I
22067,1,Jason Davies,I
22068,3,Jason Davies,I
22069,4,Jason Davies,I
22070,5,Jason Davies,I
22072,1,Jason Davies,I
22073,1,Jason Davies,I
22075,2,Mike Bostock,I
22080,1,Jason Davies,I
22081,2,Mike Bostock,I
22082,1,Mike Bostock,I
22084,3,Jason Davies,I
22086,1,Mike Bostock,I
22088,1,Mike Bostock,I
22089,1,Mike Bostock,I
22092,1,Mike Bostock,I
22093,2,Mike Bostock,I
22094,1,Mike Bostock,I
22099,3,Mike Bostock,I
22107,1,Mike Bostock,I
22113,2,Jason Davies,I
22116,3,Jason Davies,I
22117,1,Jason Davies,I
22118,1,Jason Davies,I
22119,9,Jason Davies,I
22120,2,Mike Bostock,I
22122,1,Jason Davies,I
22127,1,Mike Bostock,I
22128,1,Jason Davies,I
22130,1,Jason Davies,I
22132,1,Jason Davies,I
22145,2,Jason Davies,I
22148,5,Jason Davies,I
22156,1,Jason Davies,I
22158,1,Jason Davies,I
22164,3,Jason Davies,I
22168,9,Jason Davies,I
22173,6,Jason Davies,I
22180,4,Jason Davies,I
22191,1,Isaac Z. Schlueter,I
22193,1,Mike Bostock,I
22196,3,Mike Bostock,I
22198,2,Mike Bostock,I
22205,22,Jason Davies,I
22207,13,Jason Davies,I
22210,85,Jason Davies,I
22213,2,Isaac Z. Schlueter,I
22223,5,Mike Bostock,I
22225,5,Jason Davies,I
22226,1,Jason Davies,I
22227,5,Jason Davies,I
22232,1,Jason Davies,I
22234,1,Jason Davies,I
22239,5,Jason Davies,I
22240,1,Mike Bostock,I
22243,3,Jason Davies,I
22244,1,Mike Bostock,I
22246,2,Mike Bostock,I
22250,1,Jason Davies,I
22251,1,Jason Davies,I
22263,5,Mike Bostock,I
22269,1,Jason Davies,I
22271,14,Jason Davies,I
22274,1,Jason Davies,I
22275,10,Jason Davies,I
22284,2,Isaac Z. Schlueter,I
22285,1,Mike Bostock,I
22299,6,Mike Bostock,I
22302,1,Jason Davies,I
22306,2,Jason Davies,I
22309,2,Jason Davies,I
22312,2,Jason Davies,I
22317,4,Jason Davies,I
22322,48,Jason Davies,I
22330,2,Jason Davies,I
22332,1,Jason Davies,I
22334,2,Jason Davies,I
22337,3,Jason Davies,I
22340,1,Jason Davies,I
22342,7,Jason Davies,I
22354,2,Jason Davies,I
22357,3,Jason Davies,I
22361,6,Jason Davies,I
22364,24,Jason Davies,I
22372,1,Jason Davies,I
22377,2,Jason Davies,I
22379,1,Mike Bostock,I
22380,1,Mike Bostock,I
22385,2,Jason Davies,I
22405,3,Jason Davies,I
22413,1,Jason Davies,I
22415,6,Jason Davies,I
22419,4,Jason Davies,I
22422,1,Jason Davies,I
22426,10,Mike Bostock,I
22428,3,Jason Davies,I
22430,3,Mike Bostock,I
22436,4,Jason Davies,I
22441,1,Jason Davies,I
22442,1,Jason Davies,I
22444,1,Jason Davies,I
22449,2,Jason Davies,I
22451,1,Jason Davies,I
22455,1,Jason Davies,I
22456,1,Jason Davies,I
22458,1,Jason Davies,I
22460,1,Jason Davies,I
22472,1,Jason Davies,I
22480,8,Jason Davies,I
22494,4,Jason Davies,I
22498,1,Isaac Z. Schlueter,I
22503,11,Jason Davies,I
22516,1,Jason Davies,I
22518,2,Jason Davies,I
22519,15,Jason Davies,I
22525,1,Jason Davies,I
22527,1,Jason Davies,I
22536,1,Mike Bostock,I
22547,1,Mike Bostock,I
22549,1,Mike Bostock,I
22555,9,Jason Davies,I
22556,3,Jason Davies,I
22557,30,Jason Davies,I
22559,1,Isaac Z. Schlueter,I
22561,10,Jason Davies,I
22562,8,Jason Davies,I
22567,9,Jason Davies,I
22572,1,Jason Davies,I
22576,1,Jason Davies,I
22582,2,Isaac Z. Schlueter,I
22583,4,Jason Davies,I
22587,4,Jason Davies,I
22593,5,Jason Davies,I
22599,4,Jason Davies,I
22602,20,Jason Davies,I
22611,2,Jason Davies,I
22612,2,Jason Davies,I
22613,3,Jason Davies,I
22616,4,Jason Davies,I
22619,1,Jason Davies,I
22620,7,Jason Davies,I
22624,4,Jason Davies,I
22629,1,Jason Davies,I
22631,7,Jason Davies,I
22636,2,Jason Davies,I
22637,5,Jason Davies,I
22641,2,Jason Davies,I
22643,4,Jason Davies,I
22647,18,Jason Davies,I
22651,4,Jason Davies,I
22657,3,Jason Davies,I
22659,2,Jason Davies,I
22666,6,Jason Davies,I
22674,1,Jason Davies,I
22682,1,Jason Davies,I
22690,1,Jason Davies,I
22691,2,Jason Davies,I
22693,2,Jason Davies,I
22695,7,Jason Davies,I
22698,2,Jason Davies,I
22700,1,Jason Davies,I
22706,1,Jason Davies,I
22798,5,Isaac Z. Schlueter,I
22824,5,Isaac Z. Schlueter,I
22845,1,Isaac Z. Schlueter,I
22900,2,Isaac Z. Schlueter,I
22914,4,Isaac Z. Schlueter,I
22951,1,Isaac Z. Schlueter,I
22954,1,Isaac Z. Schlueter,I
22967,8,Isaac Z. Schlueter,I
23066,1,Isaac Z. Schlueter,I
108045,1,Mike McQuaid,O
108046,5,Mike McQuaid,O
108047,6,Mike McQuaid,O
108048,11,Mike McQuaid,O
108049,13,Mike McQuaid,O
108050,6,Mike McQuaid,O
108051,3,Mike McQuaid,O
108052,6,Mike McQuaid,O
108053,6,Mike McQuaid,O
108054,5,Mike McQuaid,O
108055,2,Mike McQuaid,O
108056,2,Mike McQuaid,O
108057,2,Mike McQuaid,O
108058,16,Mike McQuaid,O
108059,8,Mike McQuaid,O
108060,41,Mike McQuaid,O
108061,35,Mike McQuaid,O
108062,4,Mike McQuaid,O
108063,1,Mike McQuaid,O
108064,29,Mike McQuaid,O
108065,146,Mike McQuaid,O
108066,149,Mike McQuaid,O
108067,21,Mike McQuaid,O
108068,31,Mike McQuaid,O
108069,29,Mike McQuaid,O
108070,87,Mike McQuaid,O
108071,69,Mike McQuaid,O
108072,46,Mike McQuaid,O
108073,15,Mike McQuaid,O
108074,34,Mike McQuaid,O
108075,60,Mike McQuaid,O
108076,47,Mike McQuaid,O
108077,31,Mike McQuaid,O
108078,109,Mike McQuaid,O
108079,6,Mike McQuaid,O
108121,2,Misty De Meo,O
108122,1,Misty De Meo,O
108123,2,Misty De Meo,O
